time,hip_flexion_r,hip_adduction_r,hip_rotation_r,knee_angle_r,ankle_angle_r,subtalar_angle_r,hip_flexion_l,hip_adduction_l,hip_rotation_l,knee_angle_l,ankle_angle_l,subtalar_angle_l
56.6,23.20610737,-5.91149541,1.21974593,-9.40095546,-7.3085756,-17.02118255,-5.6129272,-2.96571528,2.20863939,-26.78812975,-2.71490055,-2.4737255
56.605,23.28838474,-5.40104174,1.5273174,-10.5170304,-7.32733859,-17.25456723,-5.26715552,-3.38391578,1.77908094,-28.16215592,-4.11462255,-2.40729774
56.61,23.33936746,-4.90256922,1.84207639,-11.59259519,-7.28595236,-17.51339791,-4.87917891,-3.80286225,1.34936984,-29.58738721,-5.59072775,-2.35560939
56.615,23.36184694,-4.41012023,2.17154789,-12.62534761,-7.18290503,-17.80419018,-4.44980787,-4.22422761,0.93178833,-31.05743959,-7.13029274,-2.33486665
56.62,23.36365763,-3.93677096,2.53462911,-13.60437287,-7.02230811,-18.18396332,-3.96657554,-4.63248188,0.52520842,-32.57027099,-8.73010654,-2.40175125
56.625,23.30258466,-3.44592087,2.80924981,-14.52727674,-6.81420705,-18.43443124,-3.47470924,-5.09980446,0.10244516,-34.10952877,-10.35470052,-2.39496925
56.63,23.23079489,-2.98908648,3.12752581,-15.40123642,-6.53482205,-18.82311059,-2.92763555,-5.5310309,-0.2873496,-35.6773084,-12.01667508,-2.54876142
56.635,23.0923978,-2.51014231,3.38019153,-16.19911145,-6.22339265,-19.08057281,-2.37053096,-6.02466019,-0.67282613,-37.26396714,-13.65383551,-2.58800541
56.64,22.94591138,-2.06702206,3.65502624,-16.9458418,-5.84441915,-19.4723186,-1.75939221,-6.48150529,-1.01166603,-38.86397021,-15.30022974,-2.84581706
56.645,22.73949968,-1.60928493,3.88407224,-17.61323798,-5.45175978,-19.75378608,-1.14062763,-6.9852139,-1.34030786,-40.46639959,-16.88379378,-2.979832
56.65,22.50374574,-1.17411901,4.08423059,-18.22728011,-5.00678296,-20.06799564,-0.49775245,-7.48245696,-1.63902358,-42.0619974,-18.41248142,-3.1787718
56.655,22.25021182,-0.77755964,4.26701742,-18.77514468,-4.52489495,-20.44763203,0.19284151,-7.94645076,-1.86109639,-43.65332834,-19.86811843,-3.5840476
56.66,21.93964567,-0.37150463,4.42197192,-19.25207611,-4.04609965,-20.71909258,0.86831033,-8.44144156,-2.0987991,-45.21441397,-21.21670332,-3.78294802
56.665,21.62074723,-0.01589334,4.51657452,-19.67638681,-3.52889434,-21.05707343,1.59225531,-8.89452539,-2.25373931,-46.75950865,-22.45485047,-4.23371805
56.67,21.24634117,0.34513494,4.63290376,-20.01688294,-3.02454067,-21.30628199,2.30089545,-9.35627942,-2.40709307,-48.25935346,-23.56519391,-4.49625978
56.675,20.86862711,0.63854027,4.65448259,-20.31364891,-2.49756016,-21.59341584,3.0545058,-9.75993671,-2.47698256,-49.73019887,-24.53585866,-4.98294759
56.68,20.44301965,0.93816068,4.69696232,-20.53557944,-1.99171175,-21.81111105,3.7861757,-10.16783758,-2.56548078,-51.14404172,-25.35405494,-5.30304739
56.685,19.99894767,1.18961555,4.69153637,-20.70206253,-1.48187676,-22.02532963,4.53967716,-10.52768877,-2.5947698,-52.51054818,-26.01866326,-5.70324023
56.69,19.53581365,1.39866921,4.64750673,-20.81198298,-0.99253396,-22.20561146,5.30155831,-10.84216242,-2.59472475,-53.8182083,-26.52771453,-6.11859941
56.695,19.0643156,1.56080376,4.54649068,-20.88244762,-0.52799086,-22.34187761,6.07448716,-11.10819366,-2.56750676,-55.06553473,-26.88751005,-6.55136417
56.7,18.56706029,1.69427103,4.44654144,-20.8873194,-0.08410388,-22.44248164,6.84164832,-11.33094669,-2.528297,-56.24131086,-27.08805787,-6.95400516
56.705,18.04866743,1.78946564,4.33100837,-20.8288585,0.33392496,-22.50937394,7.60688065,-11.50627923,-2.47820858,-57.34031905,-27.13006001,-7.35059149
56.71,17.5244536,1.83969341,4.18013295,-20.73645856,0.71480788,-22.53385266,8.36968032,-11.6280871,-2.42504139,-58.36316719,-27.03315046,-7.73211406
56.715,17.00778337,1.84396048,3.96752251,-20.61259548,1.08399922,-22.47685111,9.14995604,-11.69769078,-2.34540281,-59.30992487,-26.85011118,-8.08646818
56.72,16.45838791,1.82461067,3.81768355,-20.43283254,1.37813936,-22.43818553,9.88042991,-11.72434935,-2.33203644,-60.16081058,-26.46277438,-8.43730832
56.725,15.91595009,1.7680687,3.60990044,-20.22052148,1.66109542,-22.33185347,10.62379663,-11.70690888,-2.29749074,-60.93104501,-25.99289461,-8.76602168
56.73,15.38361805,1.67018246,3.33980844,-19.97442364,1.96413833,-22.12612376,11.3771681,-11.64289011,-2.25131402,-61.61189659,-25.44366247,-9.04132046
56.735,14.84076779,1.54467514,3.11583679,-19.70422283,2.1926578,-21.91990394,12.09047654,-11.53759109,-2.26523311,-62.1968001,-24.76947878,-9.30943105
56.74,14.28081136,1.40628887,2.94682008,-19.39983294,2.26081925,-21.84665583,12.75315937,-11.40598571,-2.35549902,-62.67436129,-24.05670934,-9.63461049
56.745,13.7583193,1.21102225,2.65222378,-19.079939,2.53596995,-21.41235158,13.46291589,-11.22108482,-2.379041,-63.07685235,-23.18862731,-9.75940833
56.75,13.22004215,1.00875627,2.43554171,-18.73464168,2.6557986,-21.11755896,14.11006295,-11.02323807,-2.50721893,-63.36456234,-22.32228996,-9.96654979
56.755,12.69276295,0.78197909,2.21172049,-18.37948308,2.7651892,-20.75348302,14.74301047,-10.79275787,-2.64782411,-63.56306769,-21.40248544,-10.11370636
56.76,12.1681329,0.54133622,2.00329457,-18.00713228,2.82578857,-20.4061162,15.34348848,-10.55320596,-2.8482189,-63.65647283,-20.46542353,-10.25894939
56.765,11.6509521,0.28587838,1.82688343,-17.62470172,2.86987104,-20.02623023,15.92110428,-10.29268001,-3.07667643,-63.65787591,-19.51040094,-10.36900402
56.77,11.14529603,0.01153571,1.63791992,-17.23823214,2.90678771,-19.56629653,16.47473256,-10.02067489,-3.33927406,-63.55893474,-18.56584041,-10.41332825
56.775,10.64392975,-0.26085406,1.50715922,-16.84003289,2.90359915,-19.18389481,16.99816862,-9.74880967,-3.64673106,-63.36607811,-17.62330868,-10.49379257
56.78,10.1537265,-0.54923052,1.37659468,-16.44541694,2.88768928,-18.73255411,17.49139545,-9.4709924,-3.99303967,-63.07988813,-16.70716311,-10.50490417
56.785,9.66461607,-0.84428257,1.25925236,-16.04806754,2.87910856,-18.19221382,17.95034693,-9.19207547,-4.36375503,-62.69959205,-15.84921862,-10.44878732
56.79,9.19413414,-1.13779614,1.17907809,-15.65476657,2.83298296,-17.78743571,18.38814198,-8.91883929,-4.77430687,-62.23166865,-15.00001036,-10.44155234
56.795,8.71874863,-1.43458803,1.14779204,-15.2554078,2.79201824,-17.26790682,18.78573084,-8.64781283,-5.20679068,-61.67565654,-14.21629397,-10.34341942
56.8,8.25884263,-1.7311884,1.11874656,-14.86622855,2.73205698,-16.81744618,19.15783709,-8.38649697,-5.66923968,-61.03514463,-13.46906065,-10.25907427
56.805,7.79918682,-2.02028905,1.13308923,-14.47929998,2.67157568,-16.33904533,19.49537995,-8.13858211,-6.15065532,-60.31494332,-12.78515819,-10.13018901
56.81,7.34839263,-2.30294731,1.16251271,-14.09735733,2.59916609,-15.88720154,19.80587043,-7.90341801,-6.64493222,-59.51671598,-12.14987978,-9.98850279
56.815,6.90245089,-2.58061951,1.22351105,-13.71979861,2.52134158,-15.44847023,20.08769381,-7.67772035,-7.14950785,-58.64357247,-11.5646698,-9.82126954
56.82,6.4628636,-2.84591767,1.30055915,-13.34827053,2.43415646,-15.03219572,20.3444609,-7.46900621,-7.65707547,-57.69951714,-11.02917883,-9.63646681
56.825,6.02378869,-3.1059926,1.41007796,-12.97898845,2.35279659,-14.63011337,20.57027499,-7.26763813,-8.16570841,-56.68678371,-10.54125498,-9.42127233
56.83,5.58769387,-3.354406,1.54174256,-12.61393769,2.27252709,-14.24832201,20.7695409,-7.07930076,-8.66866214,-55.60851801,-10.09502251,-9.18258692
56.835,5.15494197,-3.5843692,1.68674697,-12.25232584,2.18350219,-13.8947578,20.94958911,-6.90697973,-9.15172839,-54.46967296,-9.6886922,-8.9317929
56.84,4.72213562,-3.80334462,1.85614912,-11.89270456,2.10047766,-13.56512865,21.10420187,-6.74488444,-9.62081073,-53.27231447,-9.31523635,-8.65593503
56.845,4.29384894,-4.00734251,2.03282589,-11.53892313,2.02077435,-13.26944231,21.23860941,-6.59478967,-10.06984923,-52.01701492,-8.96713478,-8.35981562
56.85,3.87474251,-4.19807476,2.20869457,-11.18938153,1.93927553,-13.01326628,21.36258636,-6.45348709,-10.49132819,-50.70964391,-8.6400758,-8.04800836
56.855,3.45272164,-4.36810547,2.40259734,-10.84020236,1.86265953,-12.78290994,21.46644866,-6.32644192,-10.87969292,-49.35275466,-8.33263998,-7.72236041
56.86,3.03822178,-4.52416464,2.59348868,-10.49510865,1.79024769,-12.59113667,21.55958485,-6.2058703,-11.23228832,-47.94682059,-8.03802789,-7.38351994
56.865,2.62500944,-4.66199506,2.79062165,-10.15206576,1.72586435,-12.43337079,21.63851987,-6.09631869,-11.54909615,-46.49537216,-7.75233447,-7.03427066
56.87,2.21763296,-4.78179422,2.98363907,-9.81120736,1.6665803,-12.31201839,21.71031749,-5.99519081,-11.82139701,-45.00110192,-7.47320544,-6.68248564
56.875,1.81752903,-4.8855396,3.17009768,-9.47389221,1.61532147,-12.2275461,21.77541877,-5.9013849,-12.05166313,-43.46443183,-7.19675589,-6.32969553
56.88,1.41723873,-4.968538,3.36279592,-9.13821829,1.57363846,-12.17624482,21.82832066,-5.81796064,-12.23365038,-41.88848207,-6.92000152,-5.98061212
56.885,1.02373009,-5.03465101,3.54592416,-8.8068486,1.54176356,-12.16235295,21.8759276,-5.74204762,-12.36922372,-40.27453081,-6.64300843,-5.64264185
56.89,0.63950709,-5.08254468,3.71730176,-8.47845098,1.51975671,-12.18169498,21.92227987,-5.67420893,-12.4547469,-38.62444694,-6.36490131,-5.32597195
56.895,0.26399516,-5.11238361,3.87551164,-8.15451181,1.51069599,-12.23288755,21.96610332,-5.61571909,-12.49357802,-36.93963957,-6.08482146,-5.03756426
56.9,-0.07109523,-5.12030804,3.98480606,-7.84051651,1.48644914,-12.27349319,22.05217494,-5.54901732,-12.41525852,-35.23061911,-5.78317378,-4.84883567
56.905,-0.47657104,-5.11326578,4.19942825,-7.52719808,1.53549721,-12.4299023,22.02564248,-5.53036094,-12.41568724,-33.4721204,-5.52466071,-4.54679642
56.91,-0.82639901,-5.09075632,4.31689856,-7.22014676,1.57259562,-12.57087058,22.06158726,-5.49872855,-12.30569118,-31.69327995,-5.23231414,-4.39494674
56.915,-1.18476464,-5.04447983,4.47746655,-6.92846902,1.62237787,-12.74689825,22.06891016,-5.48631889,-12.14687254,-29.8845796,-4.96805916,-4.26447539
56.92,-1.45548696,-4.93197262,4.55668117,-6.64672067,1.75945061,-12.81626561,22.17932566,-5.52190361,-11.88831179,-28.07743623,-4.75907426,-4.24877754
56.925,-1.78684952,-4.88861431,4.66997636,-6.3980357,1.88331452,-13.06611185,22.17216467,-5.49604855,-11.64009933,-26.21511734,-4.41274615,-4.26665768
56.93,-2.18477024,-4.79003917,4.83341719,-6.11095998,1.95367804,-13.37131397,22.09262192,-5.54630917,-11.42824659,-24.32291558,-4.21326014,-4.34025202
56.935,-2.46885896,-4.6599955,4.95295184,-5.88796301,2.13544649,-13.56672339,22.11485867,-5.60885258,-11.0913542,-22.44094039,-3.98265193,-4.44597949
56.94,-2.82727525,-4.51372532,5.09869001,-5.63673633,2.2314349,-13.86710857,22.05000634,-5.6996259,-10.77324371,-20.52675351,-3.85872463,-4.73564799
56.945,-3.13529101,-4.33673547,5.21817804,-5.42012067,2.44850718,-14.12497088,22.02491306,-5.82537394,-10.42608239,-18.62819624,-3.69452876,-5.03538033
56.95,-3.44234457,-4.14623312,5.35879819,-5.23087895,2.64789299,-14.39265393,21.97804894,-5.96642142,-10.03069708,-16.72298515,-3.60371619,-5.43566211
56.955,-3.74739856,-3.93642542,5.48570817,-5.0535551,2.89396316,-14.68447359,21.92709297,-6.13505126,-9.63319524,-14.83529095,-3.5524997,-5.90920263
56.96,-4.0438439,-3.6802316,5.64312837,-4.90450618,3.16674254,-14.92322063,21.86939613,-6.36792256,-9.23945776,-12.98227871,-3.50132476,-6.41803552
56.965,-4.34213219,-3.4262547,5.78513337,-4.770791,3.47807223,-15.21575927,21.80678769,-6.59968651,-8.83357516,-11.15886097,-3.53635161,-7.01892636
56.97,-4.63117229,-3.12515879,5.96359528,-4.6701822,3.80383604,-15.43871116,21.74070721,-6.90092673,-8.44511403,-9.39697518,-3.54799907,-7.6058463
56.975,-4.92359276,-2.83047814,6.12491539,-4.5843966,4.17057444,-15.71044403,21.67421278,-7.19699573,-8.06378939,-7.68744035,-3.65704346,-8.29492913
56.98,-5.21178484,-2.48629811,6.3118748,-4.5298066,4.56227029,-15.90122769,21.60868428,-7.56814239,-7.74119533,-6.06897303,-3.69557349,-8.8756799
56.985,-5.49744216,-2.1610162,6.51507567,-4.50670642,4.96488714,-16.1096743,21.54037026,-7.92185678,-7.39372566,-4.51629845,-3.83733372,-9.57006578
56.99,-5.77541328,-1.86470701,6.70848903,-4.50864977,5.39951756,-16.33011131,21.48362126,-8.24849758,-7.0637972,-3.04511969,-4.05302943,-10.30860723
56.995,-6.05502642,-1.52377261,6.92671339,-4.54333862,5.84563015,-16.46663363,21.42730106,-8.64250072,-6.80976108,-1.69164912,-4.16489329,-10.86570316
57,-6.32908157,-1.24750007,7.14999523,-4.60743256,6.31830178,-16.62543582,21.37462879,-8.96736031,-6.5303638,-0.41883708,-4.42716375,-11.57854843
57.005,-6.60229975,-0.94033453,7.36363337,-4.70513083,6.79005717,-16.72731853,21.33102087,-9.33603937,-6.34602292,0.72387951,-4.58321554,-12.08531581
57.01,-6.86934829,-0.71276302,7.57184761,-4.83394073,7.2918072,-16.82987056,21.28980483,-9.61761778,-6.1352497,1.77858428,-4.89395432,-12.75771287
57.015,-7.1331197,-0.46304007,7.80159693,-4.99645548,7.76252598,-16.88052538,21.2592219,-9.93368447,-5.99372623,2.69498642,-5.08419011,-13.18548219
57.02,-7.39191357,-0.27430196,8.02276133,-5.19425883,8.24950548,-16.91455866,21.22896465,-10.18630392,-5.86572205,3.5054687,-5.36162674,-13.67435908
57.025,-7.64452607,-0.13228455,8.22821516,-5.42467128,8.73021076,-16.92061927,21.2079719,-10.38645803,-5.75392193,4.19717927,-5.66228536,-14.12695723
57.03,-7.88846669,-0.03259519,8.42077906,-5.69126687,9.19411098,-16.90068717,21.19632982,-10.54063409,-5.66752933,4.76661391,-5.9701062,-14.5157069
57.035,-8.12474768,0.01934668,8.59866643,-5.99085631,9.63927709,-16.85704692,21.19288289,-10.64208041,-5.60410868,5.21570601,-6.29209548,-14.847871
57.04,-8.3487442,0.02821079,8.76691764,-6.33272257,10.05180163,-16.79510849,21.19844684,-10.694891,-5.56595627,5.54094612,-6.62395943,-15.11052213
57.045,-8.56570158,-0.0278683,8.89848071,-6.70988385,10.44349482,-16.69509488,21.21357703,-10.67169908,-5.53270246,5.74462887,-6.98284837,-15.34765822
57.05,-8.7693097,-0.12358462,9.01506383,-7.1199052,10.78334057,-16.58856154,21.24205675,-10.60143713,-5.52140713,5.8305837,-7.34103775,-15.49762881
57.055,-8.95883326,-0.27048022,9.10079278,-7.56791814,11.07564875,-16.47068976,21.28525558,-10.46843119,-5.52002083,5.79728547,-7.70817176,-15.58804408
57.06,-9.12827441,-0.45561375,9.16960984,-8.0573058,11.30552506,-16.35573916,21.34378233,-10.28275524,-5.51426328,5.65986036,-8.08199808,-15.60590156
57.065,-9.30722257,-0.69718307,9.16780879,-8.58802376,11.52327166,-16.13296212,21.39499428,-10.03456881,-5.53269349,5.39613917,-8.44726502,-15.63222533
57.07,-9.43158748,-0.96391735,9.18109222,-9.15793682,11.59966569,-16.02541926,21.49797022,-9.74338883,-5.54926478,5.03461837,-8.83498727,-15.5399403
57.075,-9.55136771,-1.27935524,9.15376,-9.76938372,11.6437382,-15.85745031,21.60139242,-9.39601947,-5.57411826,4.56937945,-9.22247142,-15.43046416
57.08,-9.65548441,-1.62760156,9.08745016,-10.42532622,11.62817485,-15.6629292,21.71693237,-9.00143944,-5.59852002,4.00795207,-9.60266578,-15.28368868
57.085,-9.73441682,-2.0018755,8.98840789,-11.12604672,11.52941896,-15.46832757,21.8522282,-8.56819156,-5.61033347,3.35641487,-9.97795762,-15.09841741
57.09,-9.81402246,-2.41639265,8.83116711,-11.87870426,11.43924571,-15.1575225,21.97545669,-8.08664206,-5.63196725,2.62155282,-10.32329941,-14.87717282
57.095,-9.83172115,-2.82418127,8.68013161,-12.66776099,11.12939872,-15.00113266,22.1576127,-7.59025603,-5.61986051,1.81494054,-10.67412492,-14.65187953
57.1,-9.83061106,-3.25914077,8.4858587,-13.51138564,10.77942529,-14.78488947,22.34013547,-7.05832116,-5.59966385,0.94178801,-10.99029588,-14.4092623
57.105,-9.8181132,-3.71310305,8.2239712,-14.40402246,10.41876731,-14.48360889,22.52439498,-6.49579722,-5.58472898,0.00254434,-11.2602322,-14.14312716
57.11,-9.75960914,-4.16185309,7.98394583,-15.35185898,9.88701959,-14.23862628,22.71911605,-5.92880982,-5.5174184,-0.96615728,-11.5031697,-13.90115643
57.115,-9.67959574,-4.61390288,7.69066141,-16.34661802,9.31177218,-13.95284977,22.91821009,-5.3474326,-5.44195342,-1.98055688,-11.69309684,-13.65882204
57.12,-9.56800352,-5.06565338,7.37053531,-17.39875913,8.66254671,-13.6370061,23.11565795,-4.75752865,-5.3424673,-3.02291872,-11.82834113,-13.42764758
57.125,-9.42496039,-5.51447906,7.0240843,-18.50371296,7.94235895,-13.29592182,23.30981849,-4.16293234,-5.21788336,-4.08318871,-11.90457982,-13.21095003
57.13,-9.24906377,-5.95654239,6.65224268,-19.66309863,7.15094268,-12.9250719,23.49592557,-3.56715003,-5.06984444,-5.15148736,-11.91649899,-13.01416641
57.135,-9.04416603,-6.38864712,6.25483954,-20.87062412,6.31974983,-12.51807594,23.67491118,-2.97591895,-4.89700433,-6.23067156,-11.86543814,-12.83441116
57.14,-8.80268653,-6.81612923,5.85300292,-22.13565015,5.40916551,-12.09592497,23.83059338,-2.39147715,-4.70029109,-7.29218194,-11.74515437,-12.68383179
57.145,-8.52804904,-7.23311937,5.45413453,-23.45553006,4.4487036,-11.64995229,23.96052076,-1.81627323,-4.47808466,-8.33036252,-11.55722849,-12.55692511
57.15,-8.21601512,-7.64577898,5.02909196,-24.83084098,3.45696584,-11.17328108,24.06828831,-1.24959129,-4.24494447,-9.34539671,-11.30044582,-12.44793064
57.155,-7.86893791,-8.04983663,4.59996807,-26.25725879,2.44116041,-10.6696377,24.14942441,-0.69752688,-4.00408392,-10.33115656,-10.97808657,-12.35951465
57.16,-7.48765765,-8.45603889,4.18053102,-27.73181174,1.40506058,-10.1502879,24.19507816,-0.15697359,-3.75110794,-11.27702095,-10.59304275,-12.28977918
57.165,-7.06916676,-8.85275022,3.74421426,-29.25074339,0.37601824,-9.59442959,24.21802194,0.36172087,-3.50925229,-12.19108584,-10.14657574,-12.23136582
57.17,-6.61852142,-9.26122981,3.3540357,-30.8146876,-0.6627577,-9.05910307,24.19030512,0.87558819,-3.25914605,-13.03981523,-9.64852053,-12.19486561
57.175,-6.13366053,-9.66917543,2.97592,-32.41628468,-1.68136483,-8.51372708,24.12736776,1.36899472,-3.02018349,-13.84038407,-9.10134148,-12.1700162
57.18,-5.61182536,-10.08177895,2.60335895,-34.05072371,-2.6588055,-7.96389717,24.03591845,1.84546206,-2.79984209,-14.59450167,-8.50902831,-12.14639212
57.185,-5.05574575,-10.49737204,2.26893982,-35.71615823,-3.59839517,-7.43275144,23.90348919,2.30284268,-2.58997065,-15.28655439,-7.88169448,-12.13405785
57.19,-4.46440244,-10.91782901,1.95635832,-37.40475367,-4.47952265,-6.91803577,23.74066698,2.74117979,-2.4064511,-15.92596443,-7.22407373,-12.12150409
57.195,-3.83750651,-11.34218229,1.66872679,-39.10970883,-5.29179781,-6.42616568,23.55091863,3.15631055,-2.26109851,-16.51598161,-6.54223778,-12.10564922
57.2,-3.17768417,-11.76607828,1.42870307,-40.82549577,-6.03809155,-5.97521729,23.32498899,3.5498356,-2.13345661,-17.04182016,-5.84589219,-12.09255588
57.205,-2.4888422,-12.18616212,1.23572174,-42.54288514,-6.71449451,-5.57476225,23.06247807,3.92353556,-2.0161119,-17.49840155,-5.14227405,-12.08250543
57.21,-1.76673787,-12.60424099,1.0705666,-44.25603499,-7.29891389,-5.21725343,22.78071514,4.26996526,-1.95040544,-17.91045212,-4.43830026,-12.05982803
57.215,-1.01559845,-13.00987831,0.94906454,-45.95682006,-7.79594436,-4.91544774,22.47327899,4.5856851,-1.91833262,-18.26883112,-3.74417904,-12.03052135
57.22,-0.23181273,-13.41027545,0.87163713,-47.63720196,-8.20524106,-4.66902417,22.14590756,4.88016434,-1.92073878,-18.57337695,-3.05560742,-11.98482131
57.225,0.57038128,-13.78592358,0.83348069,-49.28642555,-8.53176873,-4.49305593,21.78991797,5.14271803,-1.9405864,-18.82025259,-2.39458858,-11.94077071
57.23,1.39644087,-14.13909313,0.83227846,-50.89974178,-8.77103082,-4.38042695,21.4150582,5.3758966,-1.99099431,-19.01626542,-1.75994232,-11.88628563
57.235,2.23994018,-14.46746189,0.8640736,-52.46524409,-8.92891361,-4.33672026,21.01794424,5.58536168,-2.05348664,-19.15462537,-1.15256949,-11.82697651
57.24,3.1028976,-14.76210491,0.92293918,-53.98377496,-9.00216519,-4.35181247,20.61084809,5.75483577,-2.15833645,-19.26006261,-0.58788883,-11.75497651
57.245,3.97831184,-15.02178047,1.00958236,-55.43984342,-8.99869943,-4.43084797,20.18602724,5.89577169,-2.27458674,-19.31362557,-0.05611932,-11.67769053
57.25,4.86893373,-15.24117516,1.11811912,-56.83340987,-8.92265791,-4.56274079,19.75324734,6.00069704,-2.41705842,-19.3312414,0.42151729,-11.58051677
57.255,5.76719216,-15.42736478,1.23845104,-58.15459808,-8.77875832,-4.75501004,19.30972742,6.08215935,-2.56793394,-19.30633294,0.86259792,-11.47709526
57.26,6.6493992,-15.56820918,1.34855557,-59.38929232,-8.56384198,-5.00659631,18.83723237,6.13661841,-2.68768425,-19.22472937,1.26068486,-11.39403658
57.265,7.57241073,-15.67218246,1.49290477,-60.55980547,-8.31426066,-5.27675865,18.39691991,6.14982434,-2.89617423,-19.14524054,1.59941541,-11.24742564
57.27,8.45897598,-15.73725824,1.5953707,-61.628067,-7.99259601,-5.60963679,17.92128137,6.1512083,-3.03037745,-19.00517094,1.89903329,-11.13571299
57.275,9.36192328,-15.75909304,1.71255582,-62.61558205,-7.64404991,-5.95859886,17.46130741,6.1153573,-3.20998673,-18.852861,2.15007398,-10.99269051
57.28,10.24795679,-15.74500288,1.80084858,-63.50537125,-7.25945353,-6.33070749,16.99441318,6.05677406,-3.37273812,-18.67338306,2.35529693,-10.85004329
57.285,11.13407625,-15.6906119,1.8856403,-64.29571162,-6.85979136,-6.71499812,16.52938129,5.97030475,-3.54701734,-18.45640425,2.52788145,-10.68485264
57.29,11.99056028,-15.60756796,1.92301857,-64.98776692,-6.42725556,-7.11288169,16.0613269,5.86699484,-3.6880433,-18.23065047,2.65240535,-10.53120383
57.295,12.81634898,-15.49646468,1.92277762,-65.58534783,-5.96811906,-7.51274596,15.59014643,5.74823232,-3.79693119,-18.00089407,2.72469302,-10.39033979
57.3,13.64701658,-15.3525588,1.90808791,-66.06840852,-5.52741303,-7.9113775,15.13053633,5.60036404,-3.93133771,-17.72540997,2.79052181,-10.20928137
57.305,14.43136434,-15.19139287,1.845032,-66.45785333,-5.06277644,-8.29528989,14.66240415,5.44564848,-4.01478358,-17.45483226,2.80147932,-10.05157137
57.31,15.20847503,-15.00290845,1.75577355,-66.73843761,-4.63075541,-8.67107177,14.21022494,5.26448236,-4.11750959,-17.16675341,2.81497436,-9.85830107
57.315,15.89929015,-14.85568169,1.6053172,-66.91926679,-4.14989861,-9.00063256,13.70241943,5.1241042,-4.1572793,-16.8497689,2.72656969,-9.75511928
57.32,16.62632402,-14.59389795,1.43143598,-66.9928484,-3.74336832,-9.33268951,13.27533984,4.88136296,-4.18556084,-16.55442437,2.69864982,-9.54621163
57.325,17.2940923,-14.37758027,1.20857582,-66.96777594,-3.334194,-9.63971637,12.81910652,4.67329059,-4.20695475,-16.23865614,2.62633394,-9.35630563
57.33,17.92329266,-14.14865248,0.95250403,-66.84341513,-2.94361819,-9.9112806,12.36112322,4.45261113,-4.2056192,-15.91815067,2.5335891,-9.17535171
57.335,18.51442835,-13.9165718,0.65925012,-66.6225474,-2.5779525,-10.15200162,11.90212567,4.22431531,-4.18242271,-15.59250355,2.42688561,-8.9938593
57.34,19.06592462,-13.67958003,0.33184117,-66.30603492,-2.23501516,-10.36479544,11.44412727,3.98775044,-4.13622893,-15.26716828,2.30684138,-8.80786187
57.345,19.57459408,-13.4343049,-0.03021305,-65.89664453,-1.92730115,-10.54532154,10.98336451,3.73948146,-4.05866521,-14.93767269,2.18758784,-8.61685424
57.35,20.03960113,-13.19077102,-0.41729239,-65.39713128,-1.64690704,-10.70002814,10.51690787,3.48874345,-3.95278577,-14.60656322,2.0630078,-8.4211796
57.355,20.46467456,-12.95587614,-0.83308202,-64.81037727,-1.38979432,-10.82569269,10.04950139,3.23735576,-3.84801667,-14.27397566,1.92381856,-8.23150684
57.36,20.84878524,-12.725521,-1.2703074,-64.13998523,-1.16119968,-10.92696828,9.57935581,2.98482691,-3.72752549,-13.94160378,1.78263049,-8.04166661
57.365,21.1921832,-12.50052105,-1.72273878,-63.38624125,-0.96128445,-11.00562247,9.10717736,2.73369529,-3.59673342,-13.61182949,1.64031844,-7.85338299
57.37,21.50514424,-12.28575334,-2.18060274,-62.55783623,-0.78281193,-11.06499572,8.63662234,2.48761068,-3.46429817,-13.2810775,1.48570695,-7.66572761
57.375,21.77052685,-12.06780705,-2.66225605,-61.65322762,-0.63689762,-11.11331394,8.15994314,2.23410977,-3.31362882,-12.95217967,1.34958608,-7.47744578
57.38,22.00793908,-11.86041945,-3.13576854,-60.67814133,-0.51255603,-11.1487727,7.68593005,1.99030255,-3.16495832,-12.626604,1.20510653,-7.29160817
57.385,22.2111413,-11.65992041,-3.60900328,-59.63356334,-0.41249307,-11.17970504,7.21129237,1.75281296,-3.0125631,-12.30366459,1.06820921,-7.10844782
57.39,22.38738817,-11.46560847,-4.07606885,-58.52448632,-0.33466945,-11.20717432,6.74022148,1.52162704,-2.86345567,-11.98318784,0.93662968,-6.93099449
57.395,22.54060894,-11.27713188,-4.53007264,-57.35307027,-0.27673551,-11.23391172,6.27488776,1.29944451,-2.71671568,-11.6674357,0.80952435,-6.7599687
57.4,22.67056971,-11.09511646,-4.96894922,-56.12187693,-0.23651815,-11.26761792,5.81458893,1.08742902,-2.57425018,-11.35528684,0.68786783,-6.59439979
57.405,22.77591991,-10.91909288,-5.39197853,-54.8324481,-0.21395881,-11.31258958,5.35787592,0.88457309,-2.43354289,-11.04921161,0.57773741,-6.43670729
57.41,22.86999504,-10.75367055,-5.79793953,-53.48942539,-0.20464126,-11.36562273,4.91756718,0.69585771,-2.3192798,-10.75331871,0.47117693,-6.29381064
57.415,22.94283651,-10.58465279,-6.16329279,-52.0923923,-0.20910372,-11.44172772,4.47355126,0.5181597,-2.17561087,-10.4512525,0.3832628,-6.15343947
57.42,23.00983248,-10.42576744,-6.50616174,-50.64548586,-0.22303019,-11.52933794,4.04922799,0.35526048,-2.05822932,-10.16100798,0.30237718,-6.03210627
