time_s,roll_deg,pitch_deg,yaw_deg,temp_c,bias_roll,bias_pitch,accel_norm_g,K_roll_angle,K_roll_bias,K_pitch_angle,K_pitch_bias,P_roll_00,P_roll_11,P_pitch_00,P_pitch_11,gyro_pitch_dps,pitch_centered_deg,R_dynamic,gyro_pitch_filt,phase_var
1.2874,2.1228,20.3616,-3.4127,30.46,0.180686,-2.347896,0.9107,0.009516,-0.009941,0.009518,-0.009943,0.207981,0.262132,0.208015,0.262203,49.8179,23.9486,21.855,63.4327,0.4127
1.2975,2.3442,20.8346,-3.0809,30.47,0.144319,-2.351707,0.9126,0.009626,-0.009964,0.009628,-0.009967,0.210374,0.259941,0.21041,0.260011,47.033,24.4216,21.855,62.8862,0.4147
1.3075,2.5775,21.2843,-2.7697,30.49,0.095696,-2.354665,0.9123,0.009734,-0.009986,0.009736,-0.009988,0.212737,0.25774,0.212776,0.257809,44.7098,24.8713,21.855,62.2043,0.4167
1.3176,2.8165,21.7026,-2.4846,30.48,0.038915,-2.354245,0.9083,0.00984,-0.010005,0.009841,-0.010007,0.215047,0.255531,0.215086,0.255599,41.5917,25.2896,21.855,61.3411,0.4188
1.3277,3.0597,22.0948,-2.2278,30.48,-0.025416,-2.351699,0.9004,0.009944,-0.010022,0.009946,-0.010024,0.217324,0.253315,0.217359,0.253382,38.9906,25.6818,21.855,60.3411,0.4209
1.3377,3.2989,22.4678,-2.0016,30.47,-0.088932,-2.351571,0.8952,0.010046,-0.010037,0.010048,-0.010039,0.219565,0.251091,0.219601,0.251157,37.0913,26.0548,21.855,59.259,0.4231
1.3478,3.5375,22.8199,-1.7951,30.49,-0.153842,-2.351191,0.8898,0.010147,-0.010049,0.010149,-0.010051,0.221767,0.248862,0.221802,0.248927,35.0158,26.4069,21.855,58.0876,0.4252
1.3578,3.7817,23.1529,-1.6215,30.48,-0.22918,-2.352355,0.9011,0.010247,-0.01006,0.010249,-0.010062,0.223942,0.246628,0.223983,0.246691,33.092,26.7399,21.855,56.8422,0.4274
1.3679,4.0034,23.459,-1.4735,30.48,-0.283717,-2.356849,0.9113,0.010343,-0.010068,0.010345,-0.01007,0.226057,0.24439,0.226095,0.244452,30.4393,27.046,21.855,55.4781,0.4296
1.3779,4.2098,23.7485,-1.3235,30.48,-0.324397,-2.361236,0.9103,0.010439,-0.010074,0.010441,-0.010076,0.22814,0.242149,0.228178,0.24221,28.7745,27.3355,21.855,54.0683,0.4318
1.388,4.3987,24.0214,-1.1613,30.47,-0.351543,-2.362728,0.8943,0.010532,-0.010078,0.010534,-0.01008,0.230179,0.239905,0.230216,0.239966,27.1351,27.6084,21.855,52.6174,0.4341
1.3981,4.5742,24.2756,-0.9842,30.49,-0.37049,-2.359073,0.8759,0.010624,-0.01008,0.010625,-0.010083,0.232179,0.237661,0.232216,0.237721,25.2764,27.8626,21.855,51.1131,0.4363
1.4081,4.7437,24.5125,-0.7976,30.48,-0.388701,-2.351372,0.8695,0.010714,-0.010081,0.010716,-0.010083,0.234149,0.235417,0.234191,0.235475,23.5535,28.0995,21.855,49.5679,0.4385
1.4182,4.9148,24.7336,-0.5993,30.48,-0.415162,-2.340012,0.8642,0.010801,-0.010079,0.010803,-0.010081,0.236057,0.233173,0.236098,0.23323,21.9789,28.3206,21.855,47.9942,0.4407
1.4282,5.0884,24.9426,-0.3918,30.47,-0.450931,-2.327704,0.8534,0.010887,-0.010075,0.010888,-0.010077,0.237929,0.23093,0.237966,0.230987,20.7867,28.5296,21.855,46.4198,0.4428
1.4383,5.2597,25.1405,-0.1817,30.48,-0.491911,-2.318333,0.8442,0.01097,-0.01007,0.010972,-0.010072,0.23976,0.22869,0.239798,0.228746,19.6798,28.7275,21.855,44.8507,0.445
1.4483,5.4197,25.3294,0.0303,30.47,-0.52789,-2.315395,0.843,0.011052,-0.010063,0.011054,-0.010065,0.24155,0.226452,0.241589,0.226507,18.7862,28.9164,21.855,43.3016,0.447
1.4584,5.5716,25.5057,0.2479,30.48,-0.560447,-2.315847,0.8405,0.011132,-0.010054,0.011134,-0.010056,0.243301,0.224219,0.243342,0.224273,17.5221,29.0927,21.855,41.7466,0.4491
1.4685,5.7222,25.6657,0.471,30.47,-0.595015,-2.316495,0.8433,0.01121,-0.010043,0.011212,-0.010045,0.244998,0.22199,0.245037,0.222043,15.9155,29.2527,21.855,40.1636,0.4512
1.4785,5.8728,25.8102,0.7083,30.47,-0.628021,-2.314111,0.8571,0.011286,-0.010031,0.011288,-0.010033,0.246658,0.219766,0.246697,0.219818,14.366,29.3972,21.855,38.5581,0.4532
1.4886,6.0221,25.9458,0.9731,30.48,-0.659772,-2.313046,0.8609,0.01136,-0.010017,0.011362,-0.010019,0.248278,0.217548,0.248322,0.2176,13.4805,29.5328,21.855,36.9765,0.4552
1.4986,6.173,26.0716,1.2649,30.47,-0.694843,-2.313426,0.8593,0.011432,-0.010001,0.011434,-0.010003,0.249851,0.215338,0.249888,0.215388,12.5003,29.6586,21.855,35.4116,0.4572
1.5087,6.3324,26.1859,1.5648,30.48,-0.741288,-2.314265,0.855,0.011503,-0.009984,0.011505,-0.009986,0.251393,0.213134,0.251435,0.213183,11.362,29.7729,21.855,33.852,0.4592
1.5187,6.5042,26.2819,1.853,30.47,-0.804835,-2.314952,0.8517,0.011571,-0.009966,0.011572,-0.009968,0.252874,0.210938,0.252915,0.210987,9.5493,29.8689,21.855,32.2525,0.4611
1.5288,6.6884,26.3559,2.1109,30.47,-0.892046,-2.314608,0.8545,0.011637,-0.009945,0.011638,-0.009947,0.254318,0.208752,0.254356,0.208799,7.3628,29.9429,21.855,30.5904,0.4632
1.5389,6.8827,26.4093,2.3219,30.48,-1.005922,-2.315819,0.8573,0.011701,-0.009924,0.011703,-0.009926,0.255725,0.206574,0.255765,0.206621,5.3006,29.9963,21.855,28.8777,0.4652
1.5489,7.0748,26.4435,2.4771,30.47,-1.136863,-2.323626,0.8646,0.011763,-0.009901,0.011765,-0.009903,0.257084,0.204406,0.257121,0.204452,3.4017,30.0305,21.855,27.1285,0.4673
1.559,7.2476,26.4608,2.5692,30.48,-1.2657,-2.341077,0.8773,0.011824,-0.009877,0.011825,-0.009879,0.258405,0.202249,0.258443,0.202294,1.7275,30.0478,21.855,25.3602,0.4694
1.569,7.3792,26.4558,2.5995,30.48,-1.368937,-2.36172,0.9027,0.011882,-0.009852,0.011884,-0.009854,0.259685,0.200103,0.259725,0.200147,-0.5003,30.0428,21.855,23.5369,0.4715
1.5791,7.4698,26.4271,2.5841,30.49,-1.444762,-2.382959,0.9276,0.011939,-0.009825,0.011941,-0.009827,0.260921,0.197968,0.260961,0.198011,-2.8576,30.0141,21.855,21.6531,0.4737
1.5892,7.5192,26.3714,2.5448,30.49,-1.491774,-2.402524,0.9562,0.011993,-0.009797,0.011995,-0.009799,0.262116,0.195845,0.262154,0.195888,-5.5386,29.9584,21.855,19.6907,0.476
1.5992,7.5392,26.2961,2.5003,30.49,-1.51892,-2.421476,0.971,0.012046,-0.009768,0.012048,-0.00977,0.263269,0.193735,0.263306,0.193776,-7.4821,29.8831,21.855,17.7039,0.4784
1.6093,7.5375,26.2031,2.4576,30.49,-1.534559,-2.438213,0.9786,0.012098,-0.009738,0.0121,-0.00974,0.264395,0.191637,0.264436,0.191678,-9.2479,29.7901,21.855,15.7063,0.4807
1.6193,7.5187,26.0966,2.4185,30.49,-1.544479,-2.451545,0.9814,0.012147,-0.009707,0.012148,-0.009709,0.265462,0.189553,0.265501,0.189593,-10.5932,29.6836,21.855,13.7273,0.4831
1.6294,7.485,25.9757,2.392,30.48,-1.553526,-2.459673,0.9844,0.012194,-0.009675,0.012195,-0.009677,0.266495,0.187482,0.266532,0.187521,-12.0148,29.5627,21.855,11.7612,0.4854
1.6394,7.4544,25.8382,2.3773,30.49,-1.577236,-2.465478,0.9912,0.01224,-0.009642,0.012241,-0.009644,0.267495,0.185426,0.267534,0.185464,-13.6685,29.4252,21.855,9.7919,0.4878
1.6495,7.424,25.6735,2.3653,30.49,-1.615911,-2.468587,0.998,0.012283,-0.009608,0.012285,-0.009609,0.268449,0.183384,0.268485,0.183421,-16.3846,29.2605,21.855,7.7484,0.4903
1.6596,7.3895,25.49,2.3557,30.49,-1.668369,-2.475797,0.9968,0.012325,-0.009573,0.012327,-0.009574,0.269374,0.181356,0.269413,0.181393,-18.2413,29.077,21.855,5.693,0.4928
1.6696,7.3244,25.2853,2.3438,30.49,-1.709756,-2.489382,1.001,0.012366,-0.009537,0.012367,-0.009538,0.270251,0.179344,0.270289,0.179381,-20.3558,28.8723,21.855,3.6092,0.4954
1.6797,7.2144,25.0532,2.3412,30.5,-1.729791,-2.50892,1.001,0.012404,-0.0095,0.012406,-0.009501,0.271095,0.177347,0.271131,0.177383,-23.0631,28.6402,21.855,1.459,0.4981
1.6897,7.0621,24.7895,2.3525,30.49,-1.73287,-2.531676,0.9902,0.012441,-0.009462,0.012443,-0.009464,0.271901,0.175366,0.271938,0.175401,-26.2297,28.3765,21.855,-0.7847,0.501
1.6998,6.8612,24.4785,2.3657,30.47,-1.709328,-2.543218,0.9989,0.012476,-0.009424,0.012478,-0.009425,0.272671,0.173401,0.272706,0.173436,-30.9256,28.0655,21.855,-3.2197,0.5042
1.7098,6.6354,24.0603,2.3899,30.47,-1.66018,-2.499761,1.11,0.01251,-0.009385,0.012512,-0.009387,0.273416,0.171453,0.273456,0.171486,-41.5709,27.6473,21.855,-6.2366,0.5083
1.7199,6.4672,23.5836,2.4485,30.48,-1.651293,-2.423336,1.2723,0.012542,-0.009345,0.012544,-0.009347,0.274109,0.16952,0.274146,0.169553,-47.4054,27.1706,21.855,-9.4795,0.5128
1.73,6.3945,23.1212,2.4942,30.48,-1.727676,-2.353688,1.427,0.012572,-0.009304,0.012574,-0.009306,0.274771,0.167604,0.274806,0.167637,-45.9793,26.7082,21.855,-12.446,0.517
1.74,6.3358,22.7634,2.5297,30.48,-1.842872,-2.330038,1.6127,0.012601,-0.009263,0.012603,-0.009265,0.275402,0.165705,0.275438,0.165737,-35.5741,26.3504,21.855,-14.5448,0.5202
1.7501,6.2303,22.5961,2.638,30.49,-1.940743,-2.364618,1.7828,0.01263,-0.009222,0.012632,-0.009224,0.27602,0.163823,0.276071,0.163854,-16.6173,26.1831,21.855,-15.2448,0.5213
1.7601,6.1084,22.6148,2.8604,30.49,-2.031484,-2.434395,1.903,0.012655,-0.00918,0.012656,-0.009181,0.27657,0.161959,0.276607,0.161989,1.8587,26.2018,21.855,-14.6526,0.5218
1.7702,6.0193,22.6968,3.132,30.48,-2.145898,-2.505496,1.919,0.012679,-0.009137,0.012681,-0.009138,0.277108,0.160111,0.277145,0.160141,8.1479,26.2838,21.855,-13.6594,0.5223
1.7803,5.9792,22.7328,3.3635,30.48,-2.279848,-2.545315,1.8288,0.012702,-0.009093,0.012703,-0.009095,0.277601,0.158281,0.277635,0.15831,3.58,26.3198,21.855,-13.0191,0.5228
1.7903,5.9517,22.6805,3.4793,30.49,-2.399664,-2.536798,1.6294,0.012723,-0.00905,0.012725,-0.009051,0.278069,0.156469,0.278102,0.156497,-5.1958,26.2675,21.855,-12.9971,0.5233
1.8004,5.8827,22.5201,3.4577,30.49,-2.4783,-2.471411,1.3382,0.012743,-0.009005,0.012745,-0.009007,0.278507,0.154674,0.278541,0.154702,-15.9514,26.1071,21.855,-13.6943,0.5238
1.8104,5.7007,22.1998,3.3109,30.49,-2.489833,-2.334872,1.0466,0.012762,-0.008961,0.012764,-0.008962,0.278911,0.152897,0.278948,0.152924,-31.9447,25.7868,21.855,-15.4257,0.5243
1.8205,5.3909,21.6834,3.0935,30.49,-2.429703,-2.116584,0.8562,0.012779,-0.008915,0.01278,-0.008917,0.279282,0.151137,0.279316,0.151164,-51.3435,25.2704,21.855,-18.3659,0.5264
1.8305,4.947,20.9565,2.8656,30.49,-2.291696,-1.808349,0.7455,0.012795,-0.00887,0.012796,-0.008871,0.279628,0.149396,0.279661,0.149422,-72.2797,24.5435,21.855,-22.5538,0.5333
1.8406,4.3767,20.0827,2.6448,30.48,-2.084885,-1.452246,0.7419,0.012809,-0.008824,0.012811,-0.008826,0.279949,0.147672,0.279985,0.147698,-86.8877,23.6697,21.855,-27.4953,0.5417
1.8506,3.7581,19.1597,2.3686,30.46,-1.869955,-1.112374,0.8078,0.012823,-0.008778,0.012824,-0.00878,0.28024,0.145967,0.280273,0.145992,-91.7842,22.7467,21.855,-32.4943,0.5507
1.8607,3.1588,18.2697,2.0375,30.46,-1.693159,-0.843976,0.9027,0.012836,-0.008732,0.012838,-0.008734,0.280533,0.144279,0.280568,0.144304,-88.024,21.8567,21.855,-36.9625,0.5592
1.8708,2.6258,17.455,1.6962,30.47,-1.564628,-0.650021,1.0131,0.012847,-0.008686,0.012848,-0.008687,0.280765,0.142609,0.280797,0.142633,-81.0065,21.042,21.855,-40.7078,0.5668
1.8809,2.1969,16.7129,1.3822,30.48,-1.487068,-0.508756,1.0864,0.012856,-0.008639,0.012858,-0.00864,0.280977,0.140957,0.281009,0.140981,-73.7657,20.2999,21.855,-43.7528,0.5735
1.8909,1.887,16.0279,1.0973,30.49,-1.451223,-0.39199,1.1001,0.012865,-0.008592,0.012866,-0.008593,0.281165,0.139323,0.281197,0.139347,-68.1253,19.6149,21.855,-46.2422,0.5793
1.901,1.6797,15.3731,0.8208,30.47,-1.44608,-0.280518,1.0481,0.012872,-0.008544,0.012874,-0.008545,0.281322,0.137708,0.281352,0.13773,-65.1077,18.9601,21.855,-48.3824,0.5847
1.911,1.5415,14.7205,0.5167,30.47,-1.459738,-0.168704,0.969,0.012879,-0.008497,0.01288,-0.008498,0.281467,0.136109,0.281501,0.136132,-64.8771,18.3075,21.855,-50.3795,0.59
1.9211,1.4246,14.0576,0.1646,30.47,-1.475792,-0.052662,0.9118,0.012884,-0.008449,0.012885,-0.00845,0.281573,0.134529,0.281605,0.134551,-65.9125,17.6446,21.855,-52.3266,0.5955
1.9311,1.2864,13.377,-0.2204,30.47,-1.479862,0.06224,0.8919,0.012888,-0.008401,0.012889,-0.008403,0.28166,0.132967,0.28169,0.132988,-67.6679,16.964,21.855,-54.2745,0.6012
1.9412,1.0986,12.6889,-0.6133,30.47,-1.465057,0.165242,0.9026,0.012891,-0.008354,0.012892,-0.008355,0.281729,0.131422,0.28176,0.131443,-68.4207,16.2759,21.855,-56.1554,0.607
1.9513,0.8506,11.9989,-1.0117,30.46,-1.426439,0.25484,0.9315,0.012893,-0.008305,0.012894,-0.008307,0.28177,0.129895,0.281799,0.129916,-68.6095,15.5859,21.855,-57.9346,0.6128
1.9613,0.5634,11.2938,-1.4292,30.46,-1.371339,0.337854,0.9716,0.012894,-0.008257,0.012895,-0.008258,0.281792,0.128386,0.28182,0.128406,-70.1053,14.8808,21.855,-59.7055,0.6189
1.9714,0.2605,10.5748,-1.8532,30.47,-1.308155,0.417411,0.9971,0.012894,-0.008209,0.012895,-0.00821,0.281796,0.126894,0.281828,0.126914,-71.4962,14.1618,21.855,-61.4614,0.6251
1.9814,-0.0195,9.8577,-2.2662,30.47,-1.247837,0.490524,0.9986,0.012893,-0.008161,0.012894,-0.008162,0.281774,0.12542,0.281804,0.12544,-71.2734,13.4447,21.855,-63.094,0.6313
1.9915,-0.2657,9.1507,-2.6479,30.47,-1.193744,0.553566,0.994,0.012891,-0.008113,0.012892,-0.008114,0.281732,0.123963,0.28176,0.123982,-70.2981,12.7377,21.855,-64.5589,0.6374
2.0015,-0.4745,8.4576,-2.9873,30.48,-1.147452,0.605315,0.9781,0.012888,-0.008065,0.01289,-0.008066,0.281673,0.122524,0.281701,0.122542,-68.9315,12.0446,21.855,-65.8385,0.6433
2.0116,-0.6477,7.7674,-3.2937,30.48,-1.110205,0.651071,0.9654,0.012885,-0.008016,0.012886,-0.008018,0.281601,0.121101,0.281632,0.12112,-68.608,11.3544,21.855,-67.0131,0.6492
2.0217,-0.7804,7.0795,-3.5683,30.48,-1.087276,0.693461,0.9563,0.01288,-0.007968,0.012882,-0.007969,0.281497,0.119696,0.281527,0.119714,-68.394,10.6665,21.855,-68.0956,0.6551
2.0317,-0.8672,6.3938,-3.8243,30.47,-1.083457,0.730913,0.9481,0.012875,-0.00792,0.012876,-0.007921,0.281378,0.118308,0.281404,0.118325,-68.1798,9.9808,21.855,-69.0908,0.661
2.0418,-0.9133,5.7202,-4.0899,30.47,-1.096491,0.757462,0.9465,0.012869,-0.007872,0.01287,-0.007873,0.281246,0.116936,0.281274,0.116953,-66.9844,9.3072,21.855,-69.9373,0.6667
2.0518,-0.9336,5.0705,-4.3897,30.47,-1.120824,0.772065,0.9527,0.012862,-0.007824,0.012863,-0.007825,0.281091,0.115581,0.281117,0.115598,-64.5949,8.6575,21.855,-70.5624,0.6722
2.0619,-0.9429,4.4289,-4.7545,30.48,-1.152366,0.776458,0.9438,0.012854,-0.007776,0.012855,-0.007777,0.280925,0.114243,0.280952,0.11426,-63.8043,8.0159,21.855,-71.0859,0.6777
2.0719,-0.9709,3.7864,-5.2051,30.47,-1.175804,0.774222,0.9446,0.012845,-0.007728,0.012847,-0.007728,0.280738,0.112922,0.280763,0.112938,-63.8826,7.3734,21.855,-71.5719,0.6832
2.082,-1.0359,3.1384,-5.7252,30.47,-1.178613,0.771844,0.9449,0.012836,-0.00768,0.012837,-0.007681,0.280538,0.111616,0.280563,0.111632,-64.4281,6.7254,21.855,-72.0541,0.6888
2.0921,-1.1059,2.4889,-6.298,30.47,-1.175359,0.771008,0.9402,0.012826,-0.007632,0.012827,-0.007633,0.28032,0.110327,0.280344,0.110343,-64.5759,6.0759,21.855,-72.506,0.6946
2.1021,-1.1495,1.8397,-6.9169,30.47,-1.179989,0.769945,0.9407,0.012816,-0.007584,0.012817,-0.007585,0.280089,0.109054,0.280115,0.109069,-64.5577,5.4267,21.855,-72.918,0.7003
2.1122,-1.1904,1.1931,-7.5809,30.47,-1.181312,0.765477,0.946,0.012805,-0.007537,0.012806,-0.007538,0.27985,0.107797,0.279878,0.107812,-64.2883,4.7801,21.855,-73.2756,0.7062
2.1222,-1.2403,0.5614,-8.2809,30.47,-1.173891,0.758685,0.9605,0.012793,-0.007489,0.012794,-0.00749,0.279584,0.106556,0.279611,0.10657,-62.8078,4.1484,21.855,-73.4999,0.7118
2.1323,-1.294,-0.0686,-8.9996,30.47,-1.161308,0.749915,0.9648,0.01278,-0.007442,0.012781,-0.007443,0.279312,0.10533,0.279339,0.105344,-62.6181,3.5184,21.855,-73.6854,0.7175
2.1424,-1.3329,-0.6882,-9.7145,30.47,-1.150223,0.736676,0.9691,0.012767,-0.007395,0.012768,-0.007396,0.279026,0.10412,0.279052,0.104134,-61.6044,2.8988,21.855,-73.7788,0.7232
2.1524,-1.3416,-1.3021,-10.4129,30.47,-1.147333,0.720895,0.9706,0.012753,-0.007348,0.012754,-0.007349,0.278719,0.102925,0.278743,0.102939,-61.0442,2.2849,21.855,-73.8156,0.7288
2.1625,-1.3229,-1.9132,-11.077,30.48,-1.152846,0.702155,0.9691,0.012739,-0.007301,0.01274,-0.007302,0.278406,0.101746,0.278429,0.101759,-60.7596,1.6738,21.855,-73.8177,0.7344
2.1725,-1.2908,-2.508,-11.7144,30.48,-1.161325,0.672396,0.9606,0.019033,-0.010851,0.019035,-0.010852,0.276308,0.100004,0.276338,0.100017,-59.1406,1.079,14.5175,-73.6971,0.7399
2.1826,-1.2664,-3.1027,-12.314,30.46,-1.161663,0.64566,0.9565,0.017201,-0.009756,0.017202,-0.009757,0.274714,0.098457,0.274738,0.09847,-59.1141,0.4843,15.971,-73.568,0.7455
2.1926,-1.2532,-3.6832,-12.8494,30.47,-1.151011,0.616715,0.9479,0.014389,-0.008119,0.014391,-0.00812,0.273898,0.097185,0.273921,0.097197,-57.7316,-0.0962,19.0348,-73.3396,0.7509
2.2027,-1.2537,-4.2329,-13.2844,30.47,-1.127103,0.583226,0.9395,0.012518,-0.007027,0.012519,-0.007028,0.273586,0.096092,0.273608,0.096104,-54.6568,-0.6459,21.855,-72.9032,0.7561
2.2128,-1.2683,-4.7384,-13.6082,30.47,-1.089404,0.534421,0.938,0.012504,-0.006983,0.012505,-0.006983,0.27327,0.095014,0.273295,0.095025,-50.2539,-1.1514,21.855,-72.1805,0.761
2.2228,-1.2895,-5.204,-13.8135,30.47,-1.034503,0.471436,0.9607,0.012488,-0.006939,0.012489,-0.006939,0.27293,0.093949,0.272953,0.09396,-46.3024,-1.617,21.855,-71.2175,0.7656
2.2329,-1.3148,-5.6537,-13.8653,30.48,-0.965263,0.40393,0.9879,0.012472,-0.006895,0.012473,-0.006895,0.272586,0.092897,0.272608,0.092908,-44.7121,-2.0667,21.855,-70.1868,0.7702
2.2429,-1.3352,-6.0924,-13.7477,30.47,-0.893385,0.341384,0.9925,0.012456,-0.006851,0.012457,-0.006852,0.27223,0.091859,0.272251,0.09187,-43.6184,-2.5054,21.855,-69.126,0.7748
2.253,-1.3268,-6.5222,-13.4823,30.47,-0.835045,0.291041,0.9682,0.012439,-0.006808,0.01244,-0.006808,0.271863,0.090833,0.271883,0.090844,-42.7361,-2.9352,21.855,-68.0512,0.7794
2.263,-1.2574,-6.9356,-13.1252,30.47,-0.809765,0.248042,0.9348,0.012422,-0.006764,0.012423,-0.006765,0.27149,0.089821,0.271511,0.089832,-41.1081,-3.3486,21.855,-66.9133,0.784
2.2731,-1.1237,-7.3419,-12.7546,30.47,-0.824849,0.21197,0.9095,0.012405,-0.006721,0.012406,-0.006722,0.271107,0.088822,0.271129,0.088832,-40.3997,-3.7549,21.855,-65.7781,0.7886
2.2832,-0.9599,-7.7591,-12.4442,30.49,-0.866709,0.183572,0.9083,0.012387,-0.006678,0.012388,-0.006679,0.270712,0.087835,0.270734,0.087846,-41.4891,-4.1721,21.855,-64.7673,0.7933
2.2932,-0.8163,-8.2039,-12.2444,30.48,-0.910779,0.162705,0.9265,0.012368,-0.006636,0.012369,-0.006636,0.270309,0.086861,0.270328,0.086871,-44.2271,-4.6169,21.855,-63.9858,0.7982
2.3033,-0.7264,-8.6941,-12.1735,30.49,-0.937993,0.154464,0.9543,0.012349,-0.006593,0.01235,-0.006594,0.269898,0.0859,0.269918,0.08591,-48.7484,-5.1071,21.855,-63.5422,0.8033
2.3133,-0.7023,-9.231,-12.2399,30.48,-0.940247,0.15285,0.967,0.012331,-0.006551,0.012332,-0.006552,0.269487,0.08495,0.269509,0.08496,-53.3757,-5.644,21.855,-63.4258,0.8086
2.3234,-0.737,-9.7985,-12.4082,30.47,-0.916729,0.152643,0.9833,0.012311,-0.006509,0.012312,-0.00651,0.269054,0.084013,0.269075,0.084023,-56.4317,-6.2115,21.855,-63.5133,0.8138
2.3334,-0.822,-10.388,-12.6611,30.48,-0.871973,0.14889,1.0036,0.012291,-0.006467,0.012292,-0.006468,0.268619,0.083088,0.268637,0.083098,-58.6081,-6.801,21.855,-63.7347,0.8189
2.3435,-0.9539,-10.9861,-12.9832,30.48,-0.809272,0.138643,1.0201,0.012271,-0.006425,0.012272,-0.006426,0.268179,0.082175,0.268199,0.082184,-59.4715,-7.3991,21.855,-63.9941,0.8239
2.3536,-1.1082,-11.5764,-13.358,30.49,-0.741827,0.122208,1.0235,0.01225,-0.006384,0.012251,-0.006385,0.267727,0.081274,0.267745,0.081283,-58.6948,-7.9894,21.855,-64.179,0.8287
2.3636,-1.2625,-12.1525,-13.803,30.49,-0.680461,0.101159,1.0258,0.01223,-0.006343,0.012231,-0.006344,0.267278,0.080384,0.2673,0.080393,-57.274,-8.5655,21.855,-64.2499,0.8334
2.3737,-1.3902,-12.6912,-14.3301,30.48,-0.637881,0.074197,1.0315,0.012208,-0.006302,0.012209,-0.006303,0.266811,0.079506,0.266831,0.079514,-53.5557,-9.1042,21.855,-64.058,0.8379
2.3837,-1.4572,-13.1797,-14.9526,30.48,-0.626315,0.038908,1.0412,0.012187,-0.006261,0.012188,-0.006262,0.266341,0.078639,0.266359,0.078647,-48.5772,-9.5927,21.855,-63.5322,0.8422
2.3938,-1.4609,-13.6126,-15.6735,30.48,-0.64874,-0.005094,1.0732,0.012165,-0.006221,0.012166,-0.006222,0.265867,0.077783,0.265887,0.077791,-43.0502,-10.0256,21.855,-62.6536,0.8465
2.4038,-1.4156,-13.9805,-16.4982,30.48,-0.703068,-0.060969,1.0739,0.012143,-0.006181,0.012144,-0.006181,0.265384,0.076938,0.265401,0.076946,-36.577,-10.3935,21.855,-61.3774,0.8508
2.4139,-1.3526,-14.2814,-17.43,30.47,-0.765751,-0.131774,1.0778,0.012121,-0.006141,0.012122,-0.006142,0.264904,0.076104,0.264924,0.076112,-29.913,-10.6944,21.855,-59.7123,0.855
2.424,-1.3403,-14.516,-18.4677,30.48,-0.80621,-0.214294,1.1105,0.012098,-0.006101,0.012099,-0.006102,0.264406,0.075281,0.264425,0.075289,-23.332,-10.929,21.855,-57.685,0.8594
2.434,-1.3776,-14.6893,-19.563,30.47,-0.818484,-0.301211,1.179,0.012075,-0.006062,0.012076,-0.006062,0.263907,0.074468,0.263924,0.074476,-17.227,-11.1023,21.855,-55.3474,0.8639
2.4441,-1.4407,-14.8025,-20.6251,30.49,-0.806899,-0.385499,1.26,0.012052,-0.006023,0.012053,-0.006023,0.263407,0.073666,0.263424,0.073674,-11.2549,-11.2155,21.855,-52.7257,0.8685
2.4541,-1.5059,-14.84,-21.5733,30.49,-0.782919,-0.466049,1.3456,0.012029,-0.005984,0.01203,-0.005984,0.262896,0.072875,0.262913,0.072882,-3.7289,-11.253,21.855,-49.7307,0.8734
2.4642,-1.5532,-14.7889,-22.3707,30.49,-0.755251,-0.545275,1.42,0.012006,-0.005945,0.012007,-0.005945,0.262385,0.072093,0.262402,0.072101,5.0832,-11.2019,21.855,-46.2962,0.8788
2.4742,-1.5863,-14.6297,-23.0147,30.48,-0.723,-0.62114,1.4998,0.011982,-0.005906,0.011983,-0.005907,0.26187,0.071322,0.261887,0.071329,15.8318,-11.0427,21.855,-42.3157,0.8848
2.4843,-1.6174,-14.3566,-23.546,30.48,-0.687311,-0.695377,1.5829,0.011958,-0.005868,0.011959,-0.005869,0.261349,0.070561,0.261367,0.070568,27.1486,-10.7696,21.855,-37.7807,0.8917
2.4944,-1.6447,-13.9653,-23.9804,30.48,-0.654552,-0.764761,1.6256,0.011934,-0.00583,0.011935,-0.005831,0.260823,0.069809,0.260839,0.069816,38.9148,-10.3783,21.855,-32.6915,0.9
2.5044,-1.6598,-13.4536,-24.3037,30.46,-0.627306,-0.830806,1.5789,0.01191,-0.005793,0.011911,-0.005793,0.260293,0.069068,0.260309,0.069074,50.8832,-9.8666,21.855,-27.065,0.9102
2.5145,-1.6529,-12.8297,-24.5218,30.48,-0.612232,-0.894575,1.5128,0.011886,-0.005755,0.011887,-0.005756,0.259766,0.068335,0.259784,0.068342,62.0208,-9.2427,21.855,-20.9871,0.9232
2.5245,-1.6132,-12.0995,-24.6552,30.48,-0.615664,-0.952653,1.4168,0.011861,-0.005718,0.011862,-0.005718,0.259225,0.067613,0.259244,0.067619,72.6054,-8.5125,21.855,-14.5206,0.9403
2.5346,-1.5405,-11.2774,-24.7204,30.48,-0.638677,-1.00244,1.3069,0.011836,-0.005681,0.011837,-0.005681,0.258683,0.066899,0.258699,0.066906,81.748,-7.6904,21.855,-7.7847,0.9635
2.5446,-1.4354,-10.3596,-24.7469,30.47,-0.685707,-1.041231,1.2021,0.011812,-0.005644,0.011812,-0.005645,0.258141,0.066195,0.258157,0.066201,91.263,-6.7726,21.855,-0.77,0.9958
2.5547,-1.3217,-9.3793,-24.7399,30.47,-0.747805,-1.064892,1.0774,0.011787,-0.005608,0.011787,-0.005608,0.257594,0.0655,0.25761,0.065506,97.465,-5.7923,21.855,6.2835,0.039
